Income_INR,Village_Risk_Score,Loan_Size_INR,Past_Repayment_History,Default
6556,0.303,15880,2,0
7637,0.39,14358,0,0
19199,0.187,35439,1,0
14966,0.133,26737,1,1
10710,0.458,7158,1,0
5239,0.089,5000,1,1
11000,0.568,14579,1,1
16836,0.169,22444,1,1
8202,0.119,17264,1,1
19449,0.399,15195,2,0
18889,0.605,18469,2,0
22739,0.141,12832,2,0
11529,0.093,14292,1,1
13275,0.22,12447,2,1
20072,0.327,19110,1,0
12378,0.244,11555,0,0
7703,0.462,6826,0,0
7908,0.272,8474,2,0
11150,0.495,17028,2,1
5191,0.054,6848,2,0
9212,0.263,5000,2,0
17124,0.116,22164,1,1
5000,0.377,10885,0,1
21316,0.223,13034,1,0
17347,0.347,41341,1,0
7864,0.075,8242,0,0
12986,0.252,5591,2,0
9912,0.269,9234,0,1
18306,0.181,10000,1,0
16176,0.204,25711,1,0
5000,0.343,5321,1,1
13274,0.499,27803,1,0
8930,0.485,17311,0,0
10315,0.467,14277,0,1
6876,0.084,10846,0,1
23719,0.37,39811,0,1
16647,0.388,16123,2,0
6837,0.13,5000,1,1
5078,0.287,6046,0,1
8161,0.045,5000,2,0
12298,0.606,13051,1,0
11160,0.235,17414,0,0
18519,0.342,28412,2,0
14690,0.299,9597,1,0
16071,0.259,6709,1,0
11654,0.176,6838,1,0
5000,0.288,5000,0,1
8974,0.073,11137,2,0
16815,0.258,20489,1,1
9645,0.347,8752,1,0
12727,0.738,10849,2,0
8439,0.144,10400,1,0
5914,0.24,5000,1,1
9305,0.493,7909,2,1
11550,0.234,14461,2,0
7130,0.197,5000,2,0
8796,0.316,19051,1,1
6187,0.126,11258,1,1
17320,0.513,20862,1,1
8542,0.579,6114,1,1
20463,0.476,16529,0,1
21255,0.197,13862,2,0
9504,0.367,6996,0,1
5977,0.201,7694,0,0
5000,0.289,5000,1,0
5000,0.243,11288,1,0
5000,0.125,12089,1,0
19716,0.147,36513,1,0
10487,0.13,22006,1,1
12025,0.165,11253,1,0
5000,0.145,8982,1,0
5437,0.55,5000,1,1
15421,0.272,37266,2,1
11423,0.144,20646,1,1
9194,0.36,9796,1,0
13126,0.075,26560,1,0
22424,0.167,9713,0,1
8861,0.478,10546,0,1
10246,0.22,23370,2,0
10897,0.235,10382,1,0
32730,0.161,59000,0,1
5000,0.411,5781,1,1
13927,0.287,17046,1,1
9345,0.438,18376,0,1
13139,0.526,30371,1,0
7124,0.068,5344,0,1
9657,0.121,9478,1,0
14125,0.318,20119,1,0
40000,0.082,67560,1,1
14824,0.314,20492,2,0
6476,0.328,13546,0,0
8007,0.112,16118,1,0
7889,0.296,9869,1,1
5000,0.41,5000,1,1
8391,0.187,6783,1,1
14277,0.184,20310,1,0
5233,0.02,12287,1,0
16718,0.338,26613,0,1
12630,0.054,19120,0,0
6856,0.41,13165,2,0
9220,0.153,6637,1,0
22007,0.36,15593,1,0
14282,0.257,16072,2,0
9940,0.299,24744,2,0
8788,0.147,19680,1,0
10283,0.19,18800,0,0
7662,0.094,9359,0,0
5000,0.037,7824,1,0
27476,0.252,28505,1,1
10696,0.371,19425,1,1
12077,0.25,15453,0,1
9614,0.291,6273,1,1
6852,0.275,5836,2,0
9018,0.101,15135,2,1
5000,0.35,9292,1,1
30900,0.523,18591,1,1
5338,0.144,11198,2,0
5907,0.127,12590,2,0
7941,0.418,15235,0,1
18845,0.067,34591,1,0
9969,0.44,8841,0,1
5334,0.146,12435,0,0
18530,0.26,17863,0,0
14264,0.171,11172,0,1
12954,0.45,22553,1,0
14155,0.256,16485,1,1
32767,0.253,77309,0,1
29511,0.586,40328,1,0
7020,0.349,5222,2,1
22291,0.196,53739,0,1
11987,0.227,17769,2,1
12702,0.378,18913,1,0
5000,0.136,6050,1,0
9088,0.155,19591,1,1
6591,0.162,6618,1,0
14973,0.256,6420,1,0
16907,0.179,24419,0,1
5000,0.1,11721,0,0
9788,0.074,9532,1,0
17342,0.536,16635,1,1
9015,0.295,17579,1,1
14250,0.536,28908,2,1
11796,0.366,15508,1,0
11740,0.084,25250,1,0
8641,0.214,6576,1,0
5386,0.357,6306,1,0
5649,0.299,7055,1,0
14110,0.283,14913,1,0
9993,0.525,8567,0,0
9234,0.492,10251,1,1
8006,0.207,5000,1,0
8496,0.154,15948,2,0
16704,0.342,30675,1,1
8369,0.254,11261,1,0
5061,0.064,5457,0,1
14354,0.349,18827,0,1
8933,0.247,21142,1,0
10053,0.177,16764,1,0
22110,0.667,42801,1,0
9795,0.501,8639,1,1
11436,0.466,6850,0,0
5489,0.346,5000,2,0
8867,0.191,12337,2,0
13423,0.195,25572,1,0
5000,0.152,10128,1,0
10942,0.106,20931,1,0
10408,0.616,24114,1,1
10103,0.61,5144,2,0
16623,0.249,36508,2,0
11698,0.523,20910,2,0
20723,0.19,15928,0,0
6022,0.055,11038,0,0
10593,0.529,15621,1,1
10324,0.245,11913,1,0
5798,0.238,5338,2,0
15964,0.16,21947,0,1
31645,0.412,28549,1,0
9813,0.512,5632,1,1
12740,0.336,27733,2,1
10324,0.218,16983,0,0
6927,0.246,8061,1,0
5000,0.218,6690,0,1
6954,0.527,15411,1,1
5000,0.376,5358,2,0
23203,0.195,27806,1,0
9343,0.131,18769,2,0
8325,0.099,6835,0,1
15437,0.091,27548,1,0
5648,0.063,7411,2,1
6745,0.215,9782,2,0
10239,0.328,21016,2,0
16554,0.42,41146,1,0
12718,0.571,27296,0,0
11205,0.113,8260,2,0
10291,0.421,8969,2,0
12089,0.229,15243,2,0
10947,0.29,20913,2,0
5913,0.17,8691,0,1
10127,0.381,23230,0,0
5785,0.107,5000,2,0
10306,0.403,9717,0,1
7782,0.143,6696,2,0
35231,0.195,69150,1,1
9701,0.11,13349,0,0
5000,0.148,5000,0,1
9254,0.714,18733,1,0
12831,0.222,14882,2,0
22849,0.718,21637,2,0
7370,0.187,5776,0,0
5000,0.066,11933,1,0
14889,0.239,35411,0,1
5000,0.251,5000,0,1
7957,0.504,7073,1,1
8700,0.565,15286,2,1
9558,0.147,17280,2,0
13968,0.132,17839,1,0
7031,0.286,11207,0,1
8631,0.251,16187,2,0
9826,0.108,23545,1,0
10665,0.32,20507,1,0
10393,0.222,6564,2,0
12307,0.198,23477,1,0
15091,0.584,8183,1,1
12043,0.27,17527,1,0
12416,0.662,18705,1,1
5000,0.265,10171,2,0
10148,0.226,5000,0,0
12578,0.096,28138,1,1
14249,0.153,25565,2,1
7001,0.197,5000,0,0
7118,0.494,5239,0,0
7427,0.092,5000,1,0
12941,0.524,25992,1,0
16596,0.081,12595,2,0
8072,0.404,5000,0,0
15583,0.147,10749,0,0
10527,0.379,16581,2,0
9300,0.254,13398,0,1
8904,0.242,8166,1,1
14375,0.121,34216,2,0
11646,0.431,25565,0,1
30881,0.147,32745,2,0
6463,0.103,9026,1,1
12823,0.562,19047,1,1
7596,0.503,15100,0,1
6408,0.445,8322,1,1
9843,0.067,15233,2,0
10600,0.19,13424,1,1
40000,0.062,80076,1,1
9026,0.244,14148,1,0
5624,0.324,12027,1,1
11344,0.444,5818,2,0
5000,0.225,11495,1,0
9452,0.136,20045,0,0
9976,0.272,21139,0,1
14724,0.132,10228,1,0
16103,0.486,15351,1,0
7694,0.31,18916,0,1
9179,0.294,21989,0,0
6747,0.542,5909,1,1
5630,0.323,7370,1,1
11555,0.095,8406,1,0
5235,0.149,5000,1,0
8044,0.298,6338,2,0
6017,0.155,5000,2,0
13027,0.341,21064,1,0
24360,0.442,22062,2,0
5162,0.186,12822,0,1
5000,0.114,7412,2,1
9298,0.082,10730,1,1
9975,0.382,23118,0,1
11040,0.196,18808,2,1
7917,0.414,5279,2,0
8952,0.105,12940,2,1
11893,0.313,15774,1,1
16650,0.324,33414,2,1
5000,0.059,9284,0,1
8229,0.226,9700,0,0
11013,0.287,15264,1,1
6254,0.219,9315,1,0
23519,0.368,30273,1,1
7203,0.421,5000,1,0
9694,0.141,22312,1,1
13069,0.39,23686,2,1
7363,0.169,10209,2,0
5000,0.364,7980,2,0
7987,0.366,6770,2,0
16559,0.469,25073,2,1
8362,0.106,16446,2,0
6481,0.226,9857,0,0
15722,0.154,22158,1,0
8388,0.45,11500,0,0
7668,0.406,15333,2,1
10665,0.478,21138,0,0
14550,0.177,28739,2,0
32560,0.131,29856,1,0
14967,0.3,25408,0,1
17675,0.396,35981,1,0
7684,0.089,12142,2,0
5925,0.146,12063,0,1
10210,0.264,22404,1,0
10441,0.327,7989,0,1
5771,0.242,6021,2,0
9066,0.376,15075,0,1
12084,0.391,12184,1,0
11851,0.583,28169,1,1
12735,0.269,10286,0,1
11446,0.436,13159,2,0
7680,0.18,19110,1,0
7654,0.357,6102,0,1
5434,0.247,7295,2,0
24158,0.391,25582,2,0
9963,0.248,20929,2,0
8844,0.091,9187,1,0
6220,0.241,5000,1,0
40000,0.451,94383,2,0
5786,0.151,6171,0,1
7987,0.24,15635,2,1
12184,0.16,12308,0,1
13361,0.382,10355,1,0
15977,0.412,33315,2,0
24435,0.158,12626,1,1
12747,0.236,13985,1,0
5837,0.107,11896,0,1
8703,0.335,12842,1,0
11543,0.157,21334,0,1
27836,0.384,15040,2,0
5000,0.629,9873,1,1
18056,0.212,13742,0,1
10828,0.031,22721,1,0
15046,0.129,23845,2,0
9405,0.139,18360,0,0
6494,0.31,5500,0,1
14406,0.415,17725,1,0
13728,0.189,28614,0,1
16091,0.245,37213,1,1
9831,0.116,8610,2,0
7332,0.362,15150,1,1
5000,0.114,5000,2,0
14908,0.335,19292,1,1
12233,0.078,29009,0,1
6106,0.31,14562,2,0
7560,0.09,7734,0,0
7837,0.01,6309,2,0
5000,0.128,5000,0,1
6575,0.675,9270,2,1
5614,0.378,5000,2,0
8052,0.468,9255,0,1
6840,0.128,5000,0,0
5000,0.298,5000,0,1
27208,0.151,62323,0,1
18513,0.178,24783,1,0
6704,0.387,5000,1,0
11341,0.37,19942,1,0
12194,0.414,29349,0,1
17953,0.22,24653,0,0
6572,0.695,11246,1,1
17086,0.328,39825,2,0
7525,0.221,9633,1,1
5074,0.092,9112,0,1
14215,0.259,18841,1,1
18870,0.141,45676,1,1
36096,0.095,52628,1,0
5432,0.48,12276,1,1
14037,0.204,20566,2,0
8063,0.359,14543,1,1
14642,0.27,17730,0,1
5000,0.199,11634,0,0
5263,0.193,9256,1,1
6714,0.426,5000,2,0
10295,0.472,5000,2,0
7182,0.44,13072,0,1
13760,0.216,8805,0,0
16538,0.605,31488,2,1
13356,0.428,14375,0,1
22234,0.108,34057,2,0
12184,0.568,9336,1,1
5385,0.42,5000,1,0
19568,0.183,25782,0,1
7313,0.446,13145,1,0
15602,0.324,11343,2,0
21739,0.471,21536,1,1
12435,0.191,10379,1,0
5000,0.372,11058,2,0
6253,0.239,11011,1,1
19175,0.088,26535,2,0
9094,0.2,21723,0,1
10298,0.234,20033,2,0
14463,0.311,34101,1,0
14018,0.119,23200,0,0
11377,0.093,7849,0,1
8916,0.047,16213,2,0
8464,0.669,6967,0,1
15198,0.167,17121,2,0
13053,0.394,19190,1,0
8702,0.271,6356,1,0
17001,0.289,7542,2,0
9278,0.188,10084,1,0
6465,0.266,13777,2,0
6771,0.187,5000,2,0
6067,0.243,5000,1,1
8636,0.27,18089,2,0
18340,0.52,19116,2,0
6617,0.725,15684,1,1
10875,0.102,13034,1,1
7127,0.282,14774,1,1
8689,0.384,8197,1,0
5000,0.41,5000,1,0
8863,0.129,19954,2,0
8983,0.22,21087,1,1
12966,0.281,24468,1,0
11066,0.2,22321,1,0
5436,0.268,5000,1,1
17019,0.552,33749,0,1
10994,0.478,15300,2,0
10929,0.435,14763,1,0
9851,0.366,15114,1,1
7639,0.216,7407,1,1
11035,0.211,20550,2,0
12553,0.359,12814,0,0
5000,0.297,7865,2,0
7559,0.44,5197,1,0
8712,0.165,15836,2,0
11249,0.16,8979,2,0
17973,0.241,13621,0,1
6728,0.528,5000,2,0
7715,0.094,5059,2,0
7659,0.507,6804,0,0
6629,0.16,5746,2,0
8319,0.333,9052,1,0
14550,0.442,7483,0,1
5843,0.431,13813,0,1
12257,0.396,7970,1,1
5000,0.47,9370,0,1
7475,0.143,11389,0,1
8393,0.124,13101,2,0
22866,0.148,14213,2,0
8626,0.264,7856,1,1
5000,0.398,10188,0,1
5000,0.358,6868,0,1
10066,0.467,13689,1,0
13452,0.233,20802,2,0
11940,0.443,15654,0,1
10762,0.17,22523,0,0
17696,0.377,34902,2,1
7556,0.128,8053,2,0
15482,0.33,32596,1,0
5000,0.155,7445,1,1
6295,0.47,10816,0,0
5000,0.583,11094,0,1
8626,0.218,12073,2,1
9670,0.316,19227,1,0
10478,0.209,18011,1,0
10208,0.259,13231,1,0
6224,0.289,12803,2,1
8999,0.31,5586,0,1
5000,0.154,8102,1,1
19567,0.542,9733,1,1
8503,0.17,6189,0,1
7750,0.103,12848,1,0
21904,0.411,22912,1,1
5318,0.546,5058,1,0
5637,0.319,13571,1,0
5720,0.107,6684,0,1
9566,0.387,15172,1,0
12281,0.335,18690,1,0
14326,0.217,7596,2,0
35810,0.025,65031,0,0
5000,0.133,7385,1,0
13418,0.145,16114,2,0
7490,0.314,5000,1,0
7381,0.437,7495,0,0
7259,0.126,16382,2,0
6283,0.148,5000,0,0
22977,0.313,19774,1,0
15080,0.511,12533,2,0
10012,0.248,22735,2,1
19448,0.347,36367,0,1
5000,0.21,11259,1,0
5088,0.033,11798,1,0
5000,0.235,11743,0,1
6976,0.566,9906,0,1
10730,0.194,15023,1,1
10419,0.336,22305,0,0
10664,0.361,11699,2,0
5000,0.62,5000,1,0
14788,0.339,16211,1,1
11156,0.164,21246,2,0
14278,0.202,9418,1,0
5000,0.274,10240,2,0
11565,0.054,24431,0,0
5464,0.352,5000,1,0
8113,0.166,5000,2,0
12928,0.402,10569,1,0
10358,0.098,11895,0,1
6465,0.201,9819,2,0
9928,0.067,14094,1,0
5000,0.334,10958,1,0
17590,0.567,12290,2,1
8931,0.086,16656,2,0
17314,0.207,26882,0,0
7606,0.166,14812,1,1
7617,0.195,8517,1,1
6754,0.161,9387,0,1
15337,0.19,7056,0,1
6941,0.119,5000,1,0
13660,0.395,16222,1,0
8174,0.07,11531,2,0
5000,0.389,5000,1,1
7441,0.087,15869,2,0
5488,0.06,13099,2,0
10066,0.525,16633,1,0
5457,0.283,5000,1,0
15724,0.35,30687,2,1
9456,0.408,8095,1,0
9056,0.036,17575,1,0
13738,0.061,18026,1,0
16025,0.124,8208,1,0
9798,0.366,9654,0,1
6730,0.208,8727,1,1
5000,0.277,9730,0,0
7023,0.305,5000,2,0
7269,0.268,7288,1,0
10441,0.614,6008,1,0
8328,0.463,14101,1,0
13960,0.431,19488,2,0
7284,0.277,17125,2,0
9618,0.494,18806,0,0
17889,0.317,36380,2,0
11741,0.516,8750,2,1
9604,0.527,9219,1,0
7324,0.091,10823,2,0
7211,0.314,5000,2,0
6468,0.394,14407,1,1
7551,0.293,15354,2,1
14441,0.449,7533,1,1
8857,0.356,19336,2,0
5039,0.332,5000,1,1
23958,0.177,15330,1,0
11614,0.051,5996,2,0
5000,0.363,7031,2,1
7935,0.357,16239,2,1
10461,0.183,8106,0,1
23209,0.283,46885,1,0
5687,0.264,5000,2,0
16123,0.438,39987,1,1
19925,0.461,43682,2,1
7227,0.129,14080,2,1
8614,0.123,14150,1,0
5894,0.277,5360,1,1
8939,0.4,5815,0,1
9717,0.365,13280,1,0
13764,0.528,17144,1,1
17070,0.743,31006,1,1
6808,0.043,5155,2,0
5000,0.25,7902,1,0
9792,0.073,18175,0,0
11461,0.168,11780,2,0
11211,0.089,22849,1,1
8405,0.269,10985,1,0
10534,0.353,7811,1,1
21114,0.13,17082,1,0
11978,0.237,11807,0,1
8211,0.25,6011,1,0
7707,0.266,12193,1,0
9091,0.097,21757,2,0
22434,0.289,51190,2,0
9030,0.108,9751,0,1
9799,0.337,21714,2,0
7776,0.546,18690,2,0
17145,0.381,17449,1,0
26368,0.084,60676,0,1
12398,0.398,30928,1,1
10315,0.238,21405,1,0
10080,0.046,12293,0,0
5000,0.143,8389,0,1
14365,0.462,16732,0,1
10583,0.205,26369,0,1
12260,0.211,6651,2,0
6934,0.429,15779,2,0
8166,0.503,5000,1,1
8058,0.387,5000,1,0
16494,0.135,39156,2,0
8189,0.161,18191,2,0
28038,0.268,32504,2,0
12276,0.572,29596,1,1
5229,0.406,11557,1,1
9281,0.156,21292,2,0
7144,0.207,11787,2,0
5000,0.55,12062,2,1
22020,0.236,46246,2,1
14066,0.286,33393,1,1
12920,0.308,12806,1,1
10750,0.641,16312,0,1
5000,0.404,11110,0,1
7771,0.275,12569,2,1
15076,0.086,31393,2,0
5851,0.083,14297,1,1
5000,0.179,10447,0,1
8834,0.056,9384,2,1
9219,0.211,5986,1,0
10591,0.277,10302,2,0
14246,0.309,25527,1,0
13613,0.195,5758,0,1
11264,0.187,8993,1,0
17993,0.147,19549,1,0
5000,0.408,11189,1,1
12737,0.058,6459,0,0
13538,0.413,6834,0,0
5325,0.081,8300,1,1
5000,0.361,5000,2,0
6816,0.342,6193,0,1
7109,0.344,5594,2,0
14424,0.275,23388,2,1
7278,0.274,5000,1,0
6449,0.214,15312,0,0
7289,0.02,5000,0,0
17314,0.433,41526,1,1
9961,0.255,20263,0,1
9048,0.37,19353,1,1
9367,0.181,7146,1,0
18883,0.15,34108,0,1
6805,0.213,14398,0,1
19105,0.137,30032,2,0
10995,0.497,17122,1,0
9134,0.258,6711,2,1
34559,0.418,43887,0,0
5838,0.187,5000,0,1
8292,0.443,20259,2,0
5344,0.224,9823,1,0
15934,0.436,7994,2,0
23030,0.059,32271,2,0
22810,0.269,39683,1,1
18250,0.186,10966,1,1
8965,0.274,16107,2,0
8245,0.448,6368,2,0
5000,0.248,6282,1,0
27390,0.339,46937,1,0
12512,0.18,14597,1,0
7738,0.302,9285,2,0
19226,0.293,41751,2,1
6085,0.22,6386,1,0
12128,0.458,21539,2,0
9078,0.109,19820,2,0
13620,0.278,9814,0,1
9587,0.47,5000,1,0
5000,0.428,10668,1,1
10278,0.17,16007,1,1
16721,0.083,35752,2,0
9753,0.731,8264,0,0
14582,0.535,31330,2,0
5867,0.288,5000,0,0
9768,0.515,22024,1,1
7242,0.207,15407,0,0
14378,0.296,22882,1,1
10054,0.422,16866,1,1
13975,0.35,15739,2,0
17049,0.187,14038,2,0
13985,0.708,18970,1,1
11345,0.183,20202,1,0
6008,0.619,15001,1,1
9883,0.444,20915,2,0
7581,0.341,9947,1,0
8332,0.357,16339,0,1
8206,0.43,5144,1,0
6063,0.285,7710,0,1
5000,0.24,6461,1,0
7086,0.339,17698,2,0
10901,0.575,13312,0,1
5043,0.169,5000,1,0
9975,0.376,5398,2,0
25594,0.201,47774,2,0
16506,0.224,16623,1,1
22511,0.755,50081,0,1
12034,0.532,17019,2,0
17743,0.081,19407,2,0
6891,0.392,13742,1,0
7171,0.082,9156,1,0
5000,0.445,9742,0,1
17909,0.061,34020,0,1
21378,0.048,41020,2,0
7505,0.366,16512,0,1
8716,0.15,19017,0,0
6789,0.562,12190,0,1
11983,0.203,28876,1,0
17369,0.378,7703,0,0
5000,0.34,11769,2,0
12145,0.128,8639,1,1
8618,0.489,7277,2,1
10474,0.225,22169,2,0
12450,0.335,15449,2,0
9008,0.271,11649,0,1
9397,0.555,8914,0,0
8893,0.611,7749,1,0
16077,0.109,10017,1,1
12202,0.166,9923,0,1
11051,0.127,17573,0,1
5242,0.066,9875,0,1
8190,0.161,15983,1,0
15511,0.086,18261,0,1
10085,0.39,23560,0,0
13763,0.029,15006,0,0
23938,0.14,15162,2,0
16635,0.29,39675,0,1
10369,0.336,15920,2,1
7665,0.262,18703,1,1
5000,0.178,6133,2,0
9097,0.261,18109,1,1
8408,0.231,5304,2,0
12030,0.434,26389,1,1
9164,0.198,6950,2,0
8432,0.274,5000,0,1
5000,0.288,5000,2,0
6185,0.109,9714,0,1
12560,0.267,12723,1,1
23340,0.415,56437,1,0
9426,0.208,20649,1,1
11659,0.211,24333,1,0
15934,0.046,33466,1,1
6598,0.159,14980,2,0
11889,0.493,26358,0,1
6834,0.132,16056,0,1
15251,0.278,36025,2,0
10675,0.198,10958,0,1
11489,0.106,9893,2,0
6692,0.038,11714,1,0
14094,0.311,9287,0,1
28067,0.229,23671,0,0
5979,0.18,12097,2,0
8350,0.22,14727,2,0
11112,0.013,19633,0,0
14664,0.284,35141,0,1
7481,0.148,13482,2,0
5000,0.559,6523,1,1
19527,0.284,19307,0,1
14476,0.175,16082,1,1
5000,0.131,5000,2,0
7304,0.419,5000,1,1
21678,0.692,20579,1,1
20412,0.507,43973,0,1
15824,0.228,30530,2,0
9062,0.233,15460,1,0
10316,0.302,23672,1,1
9269,0.147,8849,1,1
17398,0.343,28065,1,0
6387,0.064,5000,0,1
6615,0.669,15037,2,0
16401,0.224,21982,1,0
9680,0.369,7487,1,1
19716,0.124,17795,0,1
7074,0.482,15431,1,1
9629,0.148,6052,1,0
6240,0.07,14620,2,0
9933,0.387,11764,1,0
5000,0.751,5000,2,1
7755,0.301,8507,2,0
5000,0.053,6294,1,0
14002,0.243,21717,0,1
14161,0.368,23116,0,0
5000,0.177,6702,0,0
19282,0.498,25787,1,0
34499,0.669,34469,2,0
10127,0.273,12213,2,0
7182,0.203,9919,0,1
40000,0.252,66197,1,0
5117,0.343,5000,1,1
9997,0.196,20037,1,1
10827,0.304,19804,1,0
19391,0.01,19922,1,0
11847,0.174,16167,1,1
7713,0.3,18423,1,1
6151,0.158,5000,1,1
8342,0.255,17550,2,1
5982,0.31,8821,1,0
10136,0.103,17227,2,0
7464,0.159,13715,2,0
5000,0.609,6788,1,0
18537,0.149,14884,1,0
7716,0.123,17827,2,0
5249,0.468,10260,1,0
9098,0.369,14331,1,0
10241,0.428,13741,2,0
5000,0.432,7242,2,0
11682,0.409,24876,0,0
5863,0.567,5000,2,0
23283,0.37,51624,2,0
12861,0.449,6407,1,0
8103,0.464,13722,1,0
6818,0.041,7497,0,1
9391,0.277,17132,0,1
13445,0.228,7793,1,1
9771,0.09,15322,1,0
8878,0.377,19497,1,0
10190,0.252,14661,2,0
7317,0.263,5000,2,0
8336,0.279,5000,0,1
5000,0.308,8522,1,1
16104,0.263,8793,1,0
11491,0.161,6317,0,0
6722,0.09,8695,0,1
25574,0.361,21482,1,0
10337,0.184,8567,2,0
5895,0.089,8312,0,1
15189,0.023,15032,0,1
12076,0.245,10391,2,0
12055,0.502,17845,2,1
7999,0.222,8086,1,0
12397,0.373,7047,1,0
8682,0.067,15922,1,0
13068,0.177,21298,0,1
5000,0.242,5000,0,1
7966,0.194,12928,0,1
23413,0.252,56350,1,0
6744,0.396,16244,2,1
7317,0.281,11101,2,1
7911,0.105,5000,1,0
5391,0.133,7344,1,0
5000,0.133,5000,1,0
8819,0.458,11217,1,1
10592,0.305,24467,0,1
9640,0.2,13319,1,0
9205,0.134,14324,1,0
10112,0.264,7401,2,0
16505,0.196,7144,1,1
8998,0.239,22370,2,0
7427,0.347,8247,0,1
8599,0.405,8484,2,1
13222,0.326,21151,2,0
20050,0.425,39402,1,1
7229,0.07,6708,2,0
10399,0.309,15605,2,1
11721,0.442,12876,1,1
6025,0.209,8495,2,0
9998,0.041,7386,1,1
5000,0.201,7356,1,0
5000,0.393,5000,1,0
11889,0.465,25727,1,0
8168,0.155,14034,2,0
10950,0.181,26030,1,0
9808,0.4,16277,0,1
6074,0.168,5000,1,0
9675,0.338,13705,2,0
5342,0.159,9594,1,0
19840,0.129,23528,1,0
5024,0.154,7840,2,0
8974,0.094,6655,1,0
5877,0.363,11942,0,0
13163,0.03,30408,0,1
8385,0.155,8899,1,0
7636,0.317,15776,0,1
15162,0.379,8992,1,0
10043,0.438,9221,2,0
12814,0.124,17554,2,0
6059,0.474,7340,1,1
5000,0.388,8506,2,0
10442,0.401,16522,0,1
8438,0.685,5000,1,1
13537,0.282,9158,0,1
9509,0.33,5000,1,0
10965,0.361,26323,1,1
5000,0.165,8776,1,1
25443,0.677,55892,2,0
9116,0.22,14009,0,1
14027,0.344,11321,1,0
6515,0.153,11179,1,0
11544,0.044,16869,1,0
5159,0.378,6486,0,1
12407,0.331,14650,1,0
8283,0.073,14621,0,0
10042,0.224,17045,2,0
14030,0.078,10077,1,0
5344,0.168,11297,0,1
7028,0.258,12200,1,1
12439,0.091,18973,1,0
28257,0.111,55744,1,1
9236,0.36,6675,0,0
13300,0.239,31009,0,1
9381,0.557,9083,2,0
26137,0.418,24877,2,0
5000,0.192,10556,0,1
10376,0.729,11428,0,1
5000,0.552,10722,0,1
5000,0.293,5444,2,0
11484,0.13,17874,1,1
10612,0.395,9389,2,0
8583,0.402,16619,1,1
9385,0.21,7044,2,0
40000,0.291,91552,2,0
8698,0.238,10268,1,1
12772,0.485,17757,1,1
7153,0.434,5000,1,1
11471,0.257,28095,0,0
8785,0.409,18517,1,1
8060,0.202,10790,2,0
24574,0.159,57320,2,0
17829,0.246,41991,2,1
10597,0.572,16101,2,1
5000,0.105,5000,1,0
8262,0.305,11757,0,1
38235,0.192,41373,1,0
8819,0.389,11824,1,0
17181,0.029,39757,1,0
20352,0.148,20186,2,0
11042,0.271,23871,1,0
6496,0.039,15359,2,0
5000,0.685,10453,1,1
13933,0.5,21001,2,0
6585,0.167,10433,0,1
10808,0.123,22927,1,0
5298,0.057,5000,0,1
8667,0.238,16862,1,0
10065,0.367,15205,0,1
11319,0.164,13968,1,1
5667,0.052,11395,2,0
18005,0.273,17269,2,0
7343,0.156,16747,2,0
5000,0.229,9229,1,0
9372,0.222,15757,1,1
10068,0.226,15088,0,0
10724,0.486,9081,1,1
19556,0.495,33159,1,1
8793,0.545,16904,0,1
9322,0.261,5000,1,1
5701,0.06,6667,0,1
14917,0.308,32044,1,0
10852,0.478,18749,0,1
8022,0.36,13574,1,1
5000,0.31,5000,1,1
20377,0.47,35200,1,0
5357,0.446,10986,0,1
7364,0.457,9158,1,1
11839,0.274,9262,0,0
5441,0.451,5000,2,1
5000,0.127,7309,0,1
5000,0.424,9180,1,1
14192,0.262,10524,1,0
7535,0.215,9683,0,1
40000,0.18,63766,1,0
6019,0.085,5000,1,0
6243,0.153,6035,0,1
7459,0.399,12515,1,1
11176,0.499,21487,0,1
7823,0.172,13578,0,0
13442,0.089,25522,1,0
6067,0.35,9836,1,1
5000,0.267,10776,1,1
5000,0.08,10680,1,0
5000,0.201,10360,1,0
7638,0.512,12286,1,0
8514,0.16,21180,1,0
7217,0.382,5000,2,0
18429,0.174,14943,2,1
18288,0.376,38380,0,1
8371,0.487,17875,0,1
5000,0.306,10596,2,0
7455,0.069,16644,1,0
7332,0.423,9440,0,1
7125,0.304,16793,0,1
6982,0.565,5859,1,1
7138,0.103,16901,1,1
8157,0.239,12799,2,0
7202,0.706,5360,1,1
10983,0.152,21371,2,1
11851,0.091,12104,1,1
6277,0.334,5416,1,0
18686,0.343,14226,2,0
6063,0.168,5000,0,0
5000,0.446,10028,2,0
11972,0.286,17021,2,0
6576,0.328,16148,2,0
11621,0.355,15369,1,0
5000,0.353,10855,1,1
19855,0.458,48308,0,1
13851,0.403,6193,1,0
5000,0.064,5000,2,1
5000,0.191,5652,1,1
22836,0.36,50863,2,1
6845,0.202,14783,2,0
6521,0.221,7631,1,1
5000,0.424,5000,2,0
8304,0.211,17314,2,0
8832,0.245,14603,1,0
14153,0.26,6600,1,0
5000,0.345,10444,0,0
5000,0.653,12048,1,1
12400,0.291,6056,1,1
16372,0.234,16378,2,0
5000,0.14,10604,0,1
16996,0.341,27666,2,0
10084,0.171,24986,1,1
17084,0.191,39678,1,0
9555,0.475,7399,0,0
5000,0.228,9077,2,0
9172,0.734,16253,1,1
16815,0.552,10641,2,0
6330,0.177,5000,0,1
8151,0.479,13009,0,0
